Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice
887,70,8393,5,5,1959,2005,1712,0,1712,0,0,2,0,4,2,8,0,2,588,54,0,0,0,0,145000
553,87,11146,8,5,2006,2006,1717,0,1717,0,0,2,0,3,1,7,1,3,908,39,0,0,0,0,255500
631,50,9000,5,6,1880,1991,1089,661,1750,0,0,1,0,3,1,8,0,1,240,0,293,0,0,0,124000
1353,50,6000,6,9,1937,2000,786,390,1176,0,0,1,0,2,1,4,0,2,624,0,0,0,0,0,134900
666,106,11194,8,5,2000,2000,1454,482,1936,0,0,2,1,3,1,7,1,2,504,124,0,0,0,0,230500
901,70,7340,4,6,1971,1971,858,0,858,0,0,1,0,2,1,4,0,1,684,0,0,0,0,0,110000
291,120,15611,8,5,2006,2006,1079,840,1919,0,0,2,1,3,1,8,1,2,685,51,0,0,0,0,233230
1383,60,7200,7,7,1920,1950,998,764,1762,1,0,1,1,4,1,8,0,2,576,0,221,0,0,0,157000
571,74,13101,5,5,1965,1965,1728,0,1728,0,0,2,0,6,2,10,0,2,576,0,0,0,0,0,142600
349,36,2448,7,5,2003,2004,764,862,1626,1,0,2,1,2,1,6,0,2,474,27,0,0,0,0,154000
545,58,17104,7,5,2006,2006,664,832,1496,1,0,2,1,3,1,7,1,2,426,24,0,0,0,0,179665
1377,52,6292,6,5,1930,1950,790,0,790,0,0,1,0,2,1,4,0,1,160,141,0,0,0,0,91000
661,70,12384,7,7,1976,1976,1142,793,1935,0,0,2,1,3,1,7,1,2,550,113,252,0,0,0,197900
1112,80,10480,7,6,1976,1976,1098,866,1964,0,0,2,1,4,1,8,1,2,483,69,0,0,0,0,205000
459,70,5100,8,7,1925,1996,833,833,1666,0,0,1,0,3,1,7,1,1,228,63,0,0,0,0,161000
1006,65,8385,5,8,1977,1977,985,0,985,0,0,2,0,3,1,6,0,1,328,0,0,0,0,0,149900
334,59,8198,7,5,2004,2004,1358,0,1358,1,0,2,0,2,1,6,1,2,484,30,0,0,0,0,207000
722,70,4426,6,5,2004,2004,848,0,848,1,0,1,0,1,1,3,0,2,420,0,0,0,0,0,143000
1290,86,11065,8,5,2006,2006,1120,850,1970,0,0,2,1,3,1,8,1,3,753,74,0,0,0,0,281000
679,80,11844,8,5,2008,2008,2046,0,2046,0,0,2,1,3,1,7,1,3,834,82,0,0,0,0,372500
1355,70,10316,7,5,2000,2000,992,873,1865,1,0,2,1,3,1,7,1,3,839,184,0,0,0,0,235000
329,70,11888,6,6,1916,1994,1445,689,2134,0,0,2,0,5,1,10,0,2,441,60,268,0,0,0,214500
319,90,9900,7,5,1993,1993,1372,1274,2646,1,0,2,1,4,1,9,1,3,656,60,144,0,0,0,260000
1439,90,7407,6,7,1957,1996,1236,0,1236,1,0,1,0,2,1,6,0,2,923,158,158,0,0,0,149700
909,70,8885,5,5,1983,1983,902,0,902,1,0,1,0,2,1,5,0,2,484,0,0,0,0,0,131000
13,70,12968,5,6,1962,1962,912,0,912,1,0,1,0,2,1,4,0,1,352,0,0,0,176,0,144000
172,141,31770,6,5,1960,1960,1656,0,1656,1,0,1,0,3,1,7,2,2,528,62,0,0,0,0,215000
261,120,19296,6,5,1962,1962,1382,0,1382,1,0,1,0,3,1,6,1,2,884,0,252,0,0,0,176000
779,60,8400,5,5,1977,1977,2020,0,2020,0,0,2,0,4,2,10,2,2,630,0,0,0,0,0,144000
819,80,8816,6,7,1971,1971,1052,0,1052,1,0,1,0,3,1,6,0,2,440,0,0,0,0,0,155000
760,65,12257,8,5,1995,1995,1328,1203,2531,0,0,2,1,4,1,9,1,3,752,98,0,0,0,0,290000
139,73,9066,8,5,1999,2000,1004,848,1852,0,0,2,1,3,1,7,2,3,660,106,0,0,0,0,230000
1210,85,10182,8,5,2006,2006,1660,0,1660,1,0,2,0,3,1,8,1,2,500,50,0,0,0,0,290000
886,50,5119,9,5,1999,2000,1709,0,1709,1,0,2,0,2,1,5,1,2,506,65,0,0,0,0,328900
742,65,6768,6,8,1961,1996,912,0,912,1,1,1,0,3,1,5,0,1,288,0,0,0,0,0,142000
140,65,15426,6,5,1997,1997,928,836,1764,1,0,2,1,3,1,7,0,2,470,99,0,0,0,0,231500
1277,70,12936,6,6,1972,1972,735,660,1395,0,1,1,1,3,1,6,1,2,497,116,0,0,0,0,162000
1082,75,7500,5,5,1963,1963,1040,0,1040,1,0,1,1,3,1,5,0,1,308,0,220,0,0,0,133000
225,103,13472,10,5,2003,2003,2392,0,2392,0,0,2,0,3,1,8,1,3,968,105,0,0,0,0,386250
1064,50,6000,6,6,1925,1980,1103,0,1103,0,0,1,0,2,1,5,1,2,440,120,0,0,0,0,110500
410,85,10800,8,5,2007,2008,1050,1028,2078,1,0,2,1,3,1,8,1,3,836,102,0,0,0,0,339750
326,50,5000,5,6,1941,1950,803,0,803,0,0,1,0,2,1,5,0,2,360,0,244,0,0,0,87000
300,80,14000,6,8,1950,2004,1152,0,1152,0,1,1,0,3,1,6,1,1,300,36,0,0,0,0,158500
1243,85,10625,7,6,1974,1974,1173,0,1173,1,0,2,0,3,1,6,2,2,528,120,0,0,0,0,170000
706,70,5600,4,5,1930,1950,372,720,1092,0,0,2,0,3,2,7,0,0,0,0,0,0,0,0,55000
1236,96,13132,5,5,1914,1950,892,892,1784,0,0,1,1,4,1,9,0,1,180,40,0,0,0,0,138887
1356,102,10192,7,6,1968,1992,1222,698,1920,0,0,3,0,4,1,8,1,2,487,98,0,0,0,0,170000
904,50,14859,7,5,2006,2006,1670,0,1670,0,0,2,0,3,1,7,1,3,690,60,0,0,0,0,240000
830,24,2544,7,5,2005,2005,520,623,1223,0,0,2,1,2,1,4,0,2,480,166,0,0,0,0,147400
504,100,15602,7,8,1959,1997,1801,0,1801,1,0,2,0,1,1,6,2,2,484,54,0,0,161,0,289000
1337,87,9246,5,5,1973,1973,1656,0,1656,0,0,2,0,4,2,8,0,2,506,211,0,0,0,0,135000
4,60,9550,7,5,1915,1970,961,756,1717,1,0,1,0,3,1,7,1,3,642,35,272,0,0,0,140000
1314,108,14774,9,5,1999,1999,1422,1177,2599,0,0,2,1,4,1,10,1,3,779,30,0,0,0,0,333168
468,79,9480,5,7,1942,1995,888,756,1644,0,0,1,1,3,1,7,2,1,312,0,0,0,0,0,146500
322,99,12099,8,5,2004,2004,1136,1332,2468,1,0,2,1,4,1,10,1,3,872,154,0,0,0,0,354000
6,85,14115,5,5,1993,1995,796,566,1362,1,0,1,1,1,1,5,0,2,480,30,0,320,0,0,143000
1240,64,9037,8,5,2006,2006,1484,0,1484,0,0,2,0,2,1,6,1,2,472,33,0,0,0,0,265900
1094,71,9230,5,8,1965,1998,1200,0,1200,1,0,1,1,1,1,6,0,2,884,64,0,0,0,0,146000
716,78,10140,6,5,1974,1974,1350,0,1350,0,0,2,0,3,1,7,1,2,478,0,0,0,0,0,165000
40,65,6040,4,5,1955,1955,1152,0,1152,0,0,2,0,2,2,6,0,0,0,0,0,0,0,0,82000
543,78,10140,7,5,1998,1999,1680,0,1680,1,0,2,0,3,1,7,1,2,583,73,0,0,0,0,213250
243,63,5000,5,4,1900,1950,889,551,1440,0,0,1,0,3,1,6,0,1,352,0,77,0,0,0,79000
137,70,10355,5,5,1967,1967,1214,0,1214,0,0,2,0,3,1,5,1,1,318,111,0,0,0,0,143000
715,70,13517,6,8,1976,2005,725,754,1479,0,0,2,1,3,1,6,0,2,475,44,0,0,0,0,130500
738,72,10463,8,5,2005,2005,901,900,1801,0,0,2,1,3,1,8,1,3,800,116,0,0,0,0,239900
1302,70,7500,6,7,1942,1950,753,741,1494,0,0,1,0,3,1,7,2,1,213,0,0,0,224,0,177500
1044,86,11839,7,5,1990,1990,1532,797,2329,1,0,2,1,4,1,10,1,2,514,121,0,0,0,0,262280
1331,85,10000,8,5,2006,2006,1588,0,1588,0,0,2,0,3,1,7,1,3,825,45,0,0,0,0,227000
1104,79,8910,6,6,1959,1959,1194,0,1194,0,1,1,0,3,1,6,1,2,539,0,192,0,0,0,159500
753,79,9236,6,5,1997,1997,1494,0,1494,1,0,2,0,3,1,6,0,2,576,27,0,0,0,0,217000
1354,56,14720,8,5,1995,1996,2053,1185,3238,1,0,2,1,4,1,9,1,3,666,86,0,0,0,0,410000
377,57,8846,5,5,1996,1996,914,0,914,0,0,1,0,2,1,5,0,2,576,0,0,0,0,0,148000
315,60,9600,7,7,1925,1990,832,809,1641,0,1,1,1,3,1,6,1,2,546,0,234,0,0,0,178000
443,52,6240,5,7,1930,1992,1128,445,1573,0,0,2,0,3,1,8,1,2,360,0,0,0,0,0,162900
320,70,14115,7,5,1980,1980,1472,0,1472,1,0,2,0,3,1,6,2,2,588,48,0,0,0,0,187500
768,75,12508,6,7,1940,1985,983,767,1750,1,0,2,0,4,1,7,0,1,423,0,156,0,0,0,160000
757,68,10769,8,5,2007,2007,866,902,1768,0,0,2,1,3,1,7,0,2,578,105,0,0,0,0,212000
425,72,9000,6,5,1956,1956,1196,0,1196,1,0,1,0,2,1,6,1,1,297,44,0,0,0,0,139000
554,67,8777,4,5,1949,2003,1126,0,1126,0,0,2,0,2,1,5,0,2,520,96,0,0,0,0,108000
1036,70,11500,4,3,1957,1957,845,0,845,0,0,1,0,3,1,5,0,1,290,0,0,0,0,0,84000
954,70,11075,5,4,1969,1969,1168,800,1968,0,1,2,1,4,1,7,1,2,530,189,0,0,0,0,172000
1186,60,9738,5,7,1924,1950,949,272,1221,1,0,1,0,4,1,7,0,1,392,0,236,0,0,0,104900
597,60,3600,6,7,1910,1993,684,684,1368,0,0,1,0,3,1,7,0,1,216,158,0,0,0,0,114504
228,21,1869,6,6,1970,1970,483,504,987,0,0,1,1,2,1,5,0,1,280,0,0,0,0,0,106000
1107,114,10357,7,5,1990,1991,1442,0,1442,1,0,2,0,3,1,6,1,2,719,244,0,0,0,0,179900
772,67,8877,4,5,1951,1951,1220,0,1220,0,0,1,0,2,1,6,0,2,396,0,0,0,0,0,102000
934,63,8487,7,5,2004,2004,1500,0,1500,0,0,2,0,3,1,6,0,2,570,36,0,0,0,0,190000
1418,70,16545,8,5,1998,1998,1310,1140,2450,1,0,2,1,3,1,7,1,3,1069,126,0,0,0,0,340000
67,70,19900,7,5,1970,1989,2207,0,2207,1,0,2,0,3,1,7,1,2,576,0,0,0,0,0,180000
1000,64,6762,7,5,2006,2006,1208,0,1208,1,0,2,0,2,1,6,0,2,632,61,0,0,0,0,206000
580,81,12150,5,5,1954,1954,1050,745,1795,0,0,2,0,4,1,7,0,1,352,0,0,0,0,0,131500
943,42,7711,4,3,1977,1977,1440,0,1440,2,0,2,0,4,2,8,0,0,0,0,0,0,0,0,150000
212,83,10420,6,5,2009,2009,1212,0,1212,0,0,2,0,3,1,6,0,2,460,22,0,0,0,0,186000
1149,70,5700,7,7,1926,1950,572,539,1111,0,0,1,0,2,1,5,1,1,288,0,176,0,0,0,116900
746,70,8963,8,9,1976,1996,1175,1540,2715,0,1,3,1,4,1,11,2,2,831,204,0,0,0,0,299800
537,57,8924,7,5,1998,1999,880,844,1724,0,0,2,1,3,1,8,0,2,527,155,0,0,0,0,188000
1287,70,9790,6,5,1963,1963,1328,0,1328,1,0,1,1,3,1,6,2,2,528,26,0,0,0,0,143000
1296,70,8400,5,5,1968,1968,1052,0,1052,1,0,1,1,3,1,5,0,1,288,0,0,0,0,0,138500
86,121,16059,8,5,1991,1992,1301,1116,2417,0,0,2,1,4,1,9,1,2,462,82,0,0,0,0,260000
1315,60,8190,4,6,1954,1954,948,0,948,1,0,1,0,3,1,5,1,1,280,36,0,0,0,0,119000
975,60,11414,7,8,1910,1993,1136,883,2019,0,0,1,0,3,1,8,0,2,532,135,0,0,0,0,167500
977,51,5900,4,7,1923,1958,869,0,869,0,0,1,0,2,1,4,0,0,0,0,0,0,0,0,85500
632,34,4590,8,5,2006,2006,1554,0,1554,0,0,2,0,2,1,6,1,2,627,73,0,0,0,0,209500
1316,85,11075,6,5,1969,1969,1092,1020,2112,0,0,2,1,4,1,9,2,2,576,0,0,0,0,0,206900
1384,70,25339,5,7,1918,2007,1416,0,1416,0,0,2,0,3,1,7,0,2,576,0,112,0,0,0,112000
1402,62,7415,6,5,2004,2004,864,729,1593,1,0,2,1,3,1,8,1,2,398,75,0,0,0,0,193000
950,78,9360,6,7,1972,2006,1381,0,1381,1,0,1,1,3,1,5,1,2,676,0,0,0,0,0,197500
274,80,9600,6,6,1958,1988,1632,0,1632,1,0,2,0,3,1,6,1,1,338,0,0,0,0,0,139000
1035,50,6305,5,7,1938,1950,954,0,954,0,0,1,0,2,1,5,1,1,240,0,0,0,0,0,119750
363,64,7301,7,5,2003,2003,495,1427,1922,0,0,3,0,4,1,7,1,2,672,0,177,0,0,0,198500
623,71,7064,5,6,1977,1977,980,0,980,0,0,1,0,3,1,6,0,2,484,0,0,0,0,0,135000
3,68,11250,7,5,2001,2002,920,866,1786,1,0,2,1,3,1,6,1,2,608,42,0,0,0,0,223500
7,75,10084,8,5,2004,2005,1694,0,1694,1,0,2,0,3,1,7,1,2,636,57,0,0,0,0,307000
312,50,8000,6,6,1948,2002,972,0,972,1,0,1,0,2,1,5,1,1,240,0,0,0,0,0,132000
669,70,14175,5,6,1956,1987,1437,0,1437,1,0,1,1,3,1,6,1,2,576,0,0,0,0,0,168000
1038,70,9240,8,5,2001,2002,1055,1208,2263,0,0,2,1,3,1,7,1,2,905,45,0,0,189,0,287000
1440,80,11584,7,6,1979,1979,1040,685,1725,0,0,2,1,3,1,6,1,2,550,88,216,0,0,0,197000
216,72,10011,5,6,1957,1996,1236,0,1236,0,1,1,0,2,1,6,1,1,447,0,0,0,0,0,134450
1120,70,7560,5,5,1959,1959,1040,0,1040,0,0,1,0,3,1,6,0,1,286,0,252,0,0,0,133700
28,98,11478,8,5,2007,2008,1704,0,1704,1,0,2,0,3,1,7,1,3,772,50,0,0,0,0,306000
1056,104,11361,6,5,1976,1976,1523,0,1523,0,1,2,0,3,1,7,1,2,478,0,0,0,189,0,180000
825,81,11216,8,5,2006,2006,1489,0,1489,0,0,2,0,3,1,7,1,2,776,140,0,0,0,0,232600
1416,51,3635,7,5,2007,2007,1569,0,1569,0,1,2,0,1,1,7,1,3,660,20,0,0,0,0,175900
1199,70,9100,7,5,2001,2001,1212,0,1212,0,0,2,0,3,1,6,0,2,573,0,0,0,0,0,178000
1281,67,9808,7,5,2002,2002,1573,0,1573,1,0,2,0,3,1,6,0,2,544,72,0,0,0,0,227000
625,80,10400,6,5,1972,1972,1012,778,1790,1,0,1,2,4,1,8,1,2,484,0,0,0,147,0,165150
808,144,21384,5,6,1923,2004,1072,504,1576,2,0,1,1,3,1,6,1,2,528,312,0,0,0,0,223500
257,64,8791,6,5,2003,2003,864,864,1728,0,0,2,1,3,1,7,0,2,673,56,0,0,0,0,207500
26,110,14230,8,5,2007,2007,1600,0,1600,0,0,2,0,3,1,7,1,3,890,56,0,0,0,0,256300
337,86,14157,9,5,2005,2006,1922,0,1922,1,0,2,0,3,1,8,1,3,676,51,0,0,0,0,377426
573,83,13159,7,5,2009,2009,846,846,1692,0,0,2,1,3,1,6,0,2,650,114,0,0,0,0,224500
48,84,11096,8,5,2006,2006,1656,0,1656,0,0,2,0,3,1,7,0,3,826,146,0,0,0,0,249700
107,60,10800,4,7,1885,1995,1047,0,1047,0,0,1,0,2,1,6,0,1,273,0,0,0,0,0,100000
350,56,20431,9,5,2005,2006,1848,880,2728,1,0,2,1,4,1,10,2,3,706,0,0,0,0,0,437154
56,100,10175,6,5,1964,1964,1425,0,1425,0,0,2,0,3,1,7,1,2,576,0,0,407,0,0,180500
1444,70,8854,6,6,1916,1950,952,0,952,0,0,1,0,2,1,4,1,1,192,98,0,0,40,0,121000
214,43,13568,5,5,1995,1995,990,0,990,0,1,1,0,3,1,5,0,2,576,0,0,0,0,0,156000
121,70,21453,6,5,1969,1969,988,0,988,1,0,1,0,1,1,4,2,2,540,130,0,130,0,0,180000
1207,70,8900,4,4,1966,1966,1056,0,1056,1,0,1,0,2,1,5,0,1,384,42,0,0,0,0,107000
1389,42,14892,9,5,2006,2007,1746,0,1746,1,0,2,0,3,1,7,2,3,758,39,0,0,0,0,377500
73,74,10141,7,5,1998,1998,885,833,1718,0,0,2,1,3,1,7,1,2,427,94,0,0,291,0,185000
744,70,12886,5,6,1963,1999,1464,0,1464,0,1,2,0,3,1,6,1,2,480,0,0,0,100,0,175000
1189,68,8935,7,5,2002,2002,831,829,1660,0,0,2,1,3,1,7,0,2,493,68,0,0,0,0,195000
46,61,7658,9,5,2005,2005,1752,0,1752,1,0,2,0,2,1,6,1,2,576,82,0,0,0,0,319900
1231,70,18890,5,5,1977,1977,1361,1259,2620,0,0,2,2,4,2,12,1,2,600,24,145,0,0,0,190000
524,130,40094,10,5,2007,2008,3138,1538,4676,1,0,3,1,3,1,11,1,3,884,406,0,0,0,0,184750
827,50,6130,5,6,1924,1950,784,0,784,1,0,1,0,2,1,5,0,0,0,0,116,0,0,0,109500
868,85,6970,4,5,1961,1961,1120,0,1120,1,0,1,1,3,1,5,0,2,544,0,0,0,0,0,129000
1200,75,11235,4,5,1963,1979,1382,0,1382,0,0,1,1,3,1,6,1,2,459,82,0,0,0,0,148000
758,70,11616,6,5,1978,1978,672,714,1386,0,0,2,1,3,1,6,1,2,440,0,0,0,0,0,158900
534,50,5000,1,3,1946,1950,334,0,334,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,39300
604,30,3182,7,5,2004,2005,600,600,1200,0,0,2,1,2,1,4,0,2,480,172,0,0,0,0,151000
466,70,3072,7,5,2004,2004,1414,0,1414,0,0,2,0,2,1,6,1,2,398,20,0,0,0,0,178740
1392,65,8944,5,5,1967,1967,1584,0,1584,0,0,2,0,4,2,8,0,3,792,152,0,0,0,0,124000
1245,70,11435,8,7,1929,1950,792,725,1517,0,0,1,0,3,1,7,2,2,400,0,0,0,0,0,230000
1081,80,11040,6,7,1971,2004,1258,0,1258,0,1,2,0,3,1,5,0,2,528,0,0,216,0,0,145000
905,70,6173,5,6,1967,1967,902,0,902,0,0,1,0,3,1,6,0,1,288,0,0,0,0,0,125500
61,63,13072,6,5,2004,2004,1158,0,1158,1,0,1,1,3,1,5,0,2,576,50,0,0,0,0,158000
93,80,13360,5,7,1921,2006,964,0,964,1,0,1,0,2,1,5,0,2,432,0,44,0,0,0,163500
667,70,18450,6,5,1965,1979,1465,915,2380,0,0,2,1,3,1,7,1,2,596,265,0,0,0,0,129000
